id,race,playerid
6327,asian,4
6328,asian,12
6329,asian,12
6330,asian,8
6331,asian,26
6332,asian,4
6333,asian,4
6334,asian,8
6335,asian,21
6336,asian,26
6337,asian,24
6338,asian,8
6339,asian,10
6340,asian,24
6341,asian,10
6342,asian,11
6343,asian,10
6344,asian,11
6345,asian,24
6346,asian,8
6347,asian,24
6348,asian,20
6349,asian,4
6350,asian,24
6351,asian,26
6352,asian,21
6353,asian,26
6354,asian,15
6355,asian,10
6356,asian,21
6357,asian,8
6358,asian,12
6359,asian,26
6360,asian,15
6361,asian,8
6362,asian,4
6363,asian,4
6364,asian,8
6365,asian,20
6366,asian,10
6367,asian,20
6368,asian,20
6369,asian,20
6370,asian,10
6371,asian,20
6372,asian,24
6373,asian,20
6374,asian,12
6375,asian,11
6376,asian,24
6377,asian,4
6378,asian,26
6379,asian,15
6380,asian,8
6381,asian,11
6382,asian,4
6383,asian,19
6384,asian,25
6385,asian,16
6386,asian,13
6387,asian,18
6388,asian,30
6389,asian,27
6390,asian,19
6391,asian,5
6392,asian,1
6393,asian,20
6394,asian,30
6395,asian,22
6396,asian,29
6397,asian,9
6398,asian,7
6399,asian,26
6400,asian,20
6401,asian,18
6402,asian,1
6403,asian,25
6404,asian,16
6405,asian,30
6406,asian,27
6407,asian,14
6408,asian,9
6409,asian,13
6410,asian,7
6411,asian,23
6412,asian,19
6413,asian,7
6414,asian,23
6415,asian,5
6416,asian,2
6417,asian,9
6418,asian,26
6419,asian,13
6420,asian,30
6421,asian,25
6422,asian,19
6423,asian,27
6424,asian,23
6425,asian,22
6426,asian,29
6427,asian,25
6428,asian,28
6429,asian,2
6430,asian,29
6431,asian,26
6432,asian,26
6433,asian,2
6434,asian,18
6435,asian,29
6436,asian,28
6437,asian,28
6438,asian,9
6439,asian,5
6440,asian,22
6441,asian,2
6442,asian,22
6443,asian,9
6444,asian,26
6445,asian,20
6446,asian,7
6447,asian,16
6448,asian,28
6449,asian,19
6450,asian,22
6451,asian,5
6452,asian,3
6453,asian,27
6454,asian,25
6455,asian,9
6456,asian,2
6457,asian,18
6458,asian,26
6459,asian,28
6460,asian,20
6461,asian,3
6462,asian,1
6463,asian,28
6464,asian,3
6465,asian,25
6466,asian,29
6467,asian,20
6468,asian,22
6469,asian,29
6470,asian,23
6471,asian,27
6472,asian,22
6473,asian,29
6474,asian,9
6475,asian,9
6476,asian,30
6477,asian,23
6478,asian,14
6479,asian,22
6480,asian,16
6481,asian,19
6482,asian,16
6483,asian,27
6484,asian,1
6485,asian,14
6486,asian,3
6487,asian,25
6488,asian,1
6489,asian,3
6490,asian,16
6491,asian,5
6492,asian,13
6493,asian,28
6494,asian,26
6495,asian,29
6496,asian,16
6497,asian,13
6498,asian,9
6499,asian,28
6500,asian,13
6501,asian,7
6502,asian,14
6503,asian,13
6504,asian,23
6505,asian,16
6506,asian,1
6507,asian,5
6508,asian,5
6509,asian,5
6510,asian,3
6511,asian,30
6512,asian,19
6513,asian,2
6514,asian,27
6515,asian,3
6516,asian,7
6517,asian,18
6518,asian,1
6519,asian,30
6520,asian,3
6521,asian,2
6522,asian,5
6523,asian,20
6524,asian,23
6525,asian,28
6526,asian,29
6527,asian,18
6528,asian,14
6529,asian,13
6530,asian,18
6531,asian,1
6532,asian,14
6533,asian,9
6534,asian,14
6535,asian,16
6536,asian,30
6537,asian,16
6538,asian,18
6539,asian,20
6540,asian,14
6541,asian,7
6542,asian,26
6543,asian,2
6544,asian,7
6545,asian,23
6546,asian,29
6547,asian,14
6548,asian,27
6549,asian,13
6550,asian,29
6551,asian,2
6552,asian,28
6553,asian,1
6554,asian,3
6555,asian,18
6556,asian,26
6557,asian,23
6558,asian,14
6559,asian,19
6560,asian,20
6561,asian,13
6562,asian,7
6563,asian,28
6564,asian,14
6565,asian,26
6566,asian,28
6567,asian,3
6568,asian,14
6569,asian,20
6570,asian,30
6571,asian,9
6572,asian,9
6573,asian,19
6574,asian,23
6575,asian,1
6576,asian,3
6577,asian,25
6578,asian,28
6579,asian,2
6580,asian,25
6581,asian,9
6582,asian,3
6583,asian,29
6584,asian,2
6585,asian,3
6586,asian,25
6587,asian,5
6588,asian,27
6589,asian,27
6590,asian,13
6591,asian,13
6592,asian,2
6593,asian,2
6594,asian,11
6595,asian,2
6596,asian,1
6597,asian,23
6598,asian,29
6599,asian,11
6600,asian,17
6601,asian,13
6602,asian,23
6603,asian,29
6604,asian,29
6605,asian,2
6606,asian,6
6607,asian,2
6608,asian,23
6609,asian,6
6610,asian,29
6611,asian,23
6612,asian,6
6613,asian,29
6614,asian,11
6615,asian,11
6616,asian,29
6617,asian,23
6618,asian,17
6619,asian,13
6620,asian,11
6621,asian,1
6622,asian,1
6623,asian,6
6624,asian,1
6625,asian,1
6626,asian,6
6627,asian,17
6628,asian,6
6629,asian,29
6630,asian,23
6631,asian,11
6632,asian,2
6633,asian,29
6634,asian,13
6635,asian,11
6636,asian,13
6637,asian,2
6638,asian,1
6639,asian,2
6640,asian,6
6641,asian,2
6642,asian,13
6643,asian,6
6644,asian,23
6645,asian,17
6646,asian,29
6647,asian,17
6648,asian,23
6649,asian,23
6650,asian,11
6651,asian,23
6652,asian,17
6653,asian,1
6654,asian,17
6655,asian,23
6656,asian,2
6657,asian,1
6658,asian,1
6659,asian,1
6660,asian,13
6661,asian,17
6662,asian,2
6663,asian,17
6664,asian,2
6665,asian,23
6666,asian,11
6667,asian,13
6668,asian,23
6669,asian,17
6670,asian,13
6671,asian,13
6672,asian,1
6673,asian,17
6674,asian,6
6675,asian,13
6676,asian,2
6677,asian,6
6678,asian,21
6679,asian,28
6680,asian,12
6681,asian,9
6682,asian,20
6683,asian,20
6684,asian,5
6685,asian,19
6686,asian,8
6687,asian,3
6688,asian,25
6689,asian,4
6690,asian,4
6691,asian,27
6692,asian,9
6693,asian,24
6694,asian,30
6695,asian,8
6696,asian,27
6697,asian,27
6698,asian,26
6699,asian,25
6700,asian,26
6701,asian,12
6702,asian,15
6703,asian,3
6704,asian,18
6705,asian,20
6706,asian,14
6707,asian,10
6708,asian,21
6709,asian,28
6710,asian,19
6711,asian,24
6712,asian,9
6713,asian,16
6714,asian,10
6715,asian,14
6716,asian,15
6717,asian,19
6718,asian,21
6719,asian,14
6720,asian,15
6721,asian,25
6722,asian,12
6723,asian,19
6724,asian,28
6725,asian,8
6726,asian,5
6727,asian,14
6728,asian,7
6729,asian,14
6730,asian,26
6731,asian,19
6732,asian,8
6733,asian,22
6734,asian,30
6735,asian,14
6736,asian,20
6737,asian,16
6738,asian,18
6739,asian,9
6740,asian,22
6741,asian,28
6742,asian,5
6743,asian,16
6744,asian,21
6745,asian,20
6746,asian,22
6747,asian,28
6748,asian,27
6749,asian,27
6750,asian,10
6751,asian,24
6752,asian,10
6753,asian,8
6754,asian,4
6755,asian,27
6756,asian,15
6757,asian,12
6758,asian,30
6759,asian,22
6760,asian,18
6761,asian,16
6762,asian,16
6763,asian,22
6764,asian,27
6765,asian,18
6766,asian,5
6767,asian,15
6768,asian,5
6769,asian,19
6770,asian,16
6771,asian,16
6772,asian,3
6773,asian,4
6774,asian,15
6775,asian,26
6776,asian,20
6777,asian,16
6778,asian,30
6779,asian,15
6780,asian,30
6781,asian,18
6782,asian,26
6783,asian,19
6784,asian,30
6785,asian,24
6786,asian,16
6787,asian,21
6788,asian,26
6789,asian,30
6790,asian,4
6791,asian,24
6792,asian,8
6793,asian,8
6794,asian,5
6795,asian,3
6796,asian,18
6797,asian,22
6798,asian,4
6799,asian,7
6800,asian,12
6801,asian,10
6802,asian,18
6803,asian,21
6804,asian,20
6805,asian,10
6806,asian,7
6807,asian,30
6808,asian,7
6809,asian,25
6810,asian,20
6811,asian,8
6812,asian,9
6813,asian,10
6814,asian,10
6815,asian,3
6816,asian,26
6817,asian,15
6818,asian,3
6819,asian,19
6820,asian,9
6821,asian,15
6822,asian,22
6823,asian,14
6824,asian,21
6825,asian,26
6826,asian,7
6827,asian,24
6828,asian,22
6829,asian,30
6830,asian,22
6831,asian,10
6832,asian,25
6833,asian,7
6834,asian,7
6835,asian,5
6836,asian,9
6837,asian,20
6838,asian,25
6839,asian,12
6840,asian,25
6841,asian,24
6842,asian,14
6843,asian,15
6844,asian,28
6845,asian,8
6846,asian,9
6847,asian,12
6848,asian,21
6849,asian,9
6850,asian,30
6851,asian,3
6852,asian,19
6853,asian,3
6854,asian,19
6855,asian,3
6856,asian,7
6857,asian,4
6858,asian,7
6859,asian,7
6860,asian,12
6861,asian,20
6862,asian,28
6863,asian,22
6864,asian,3
6865,asian,4
6866,asian,15
6867,asian,19
6868,asian,8
6869,asian,18
6870,asian,22
6871,asian,7
6872,asian,10
6873,asian,27
6874,asian,12
6875,asian,21
6876,asian,28
6877,asian,25
6878,asian,5
6879,asian,16
6880,asian,7
6881,asian,14
6882,asian,8
6883,asian,27
6884,asian,20
6885,asian,10
6886,asian,25
6887,asian,25
6888,asian,26
6889,asian,26
6890,asian,20
6891,asian,8
6892,asian,27
6893,asian,4
6894,asian,4
6895,asian,14
6896,asian,19
6897,asian,26
6898,asian,28
6899,asian,27
6900,asian,4
6901,asian,5
6902,asian,12
6903,asian,18
6904,asian,8
6905,asian,18
6906,asian,15
6907,asian,10
6908,asian,7
6909,asian,14
6910,asian,25
6911,asian,27
6912,asian,3
6913,asian,28
6914,asian,24
6915,asian,14
6916,asian,9
6917,asian,10
6918,asian,24
6919,asian,5
6920,asian,11
6921,asian,13
6922,asian,4
6923,asian,1
6924,asian,8
6925,asian,1
6926,asian,23
6927,asian,10
6928,asian,23
6929,asian,8
6930,asian,22
6931,asian,1
6932,asian,10
6933,asian,11
6934,asian,9
6935,asian,9
6936,asian,23
6937,asian,4
6938,asian,10
6939,asian,8
6940,asian,2
6941,asian,13
6942,asian,14
6943,asian,8
6944,asian,22
6945,asian,9
6946,asian,22
6947,asian,14
6948,asian,22
6949,asian,14
6950,asian,23
6951,asian,9
6952,asian,8
6953,asian,8
6954,asian,13
6955,asian,1
6956,asian,10
6957,asian,4
6958,asian,8
6959,asian,2
6960,asian,23
6961,asian,2
6962,asian,23
6963,asian,2
6964,asian,10
6965,asian,9
6966,asian,10
6967,asian,2
6968,asian,4
6969,asian,22
6970,asian,23
6971,asian,14
6972,asian,2
6973,asian,23
6974,asian,4
6975,asian,17
6976,asian,11
6977,asian,17
6978,asian,14
6979,asian,22
6980,asian,11
6981,asian,17
6982,asian,4
6983,asian,10
6984,asian,9
6985,asian,23
6986,asian,23
6987,asian,22
6988,asian,13
6989,asian,14
6990,asian,1
6991,asian,4
6992,asian,10
6993,asian,14
6994,asian,1
6995,asian,17
6996,asian,4
6997,asian,13
6998,asian,17
6999,asian,11
7000,asian,13
7001,asian,13
7002,asian,9
7003,asian,11
7004,asian,17
7005,asian,17
7006,asian,23
7007,asian,11
7008,asian,22
7009,asian,17
7010,asian,1
7011,asian,13
7012,asian,22
7013,asian,14
7014,asian,22
7015,asian,22
7016,asian,1
7017,asian,11
7018,asian,4
7019,asian,9
7020,asian,13
7021,asian,11
7022,asian,10
7023,asian,23
7024,asian,8
7025,asian,1
7026,asian,8
7027,asian,2
7028,asian,2
7029,asian,11
7030,asian,2
7031,asian,11
7032,asian,22
7033,asian,11
7034,asian,17
7035,asian,1
7036,asian,22
7037,asian,2
7038,asian,13
7039,asian,8
7040,asian,14
7041,asian,2
7042,asian,13
7043,asian,2
7044,asian,17
7045,asian,17
7046,asian,17
7047,asian,11
7048,asian,9
7049,asian,30
7050,asian,30
7051,asian,7
7052,asian,12
7053,asian,12
7054,asian,5
7055,asian,12
7056,asian,16
7057,asian,27
7058,asian,7
7059,asian,24
7060,asian,24
7061,asian,12
7062,asian,16
7063,asian,15
7064,asian,15
7065,asian,6
7066,asian,25
7067,asian,3
7068,asian,16
7069,asian,25
7070,asian,29
7071,asian,29
7072,asian,28
7073,asian,27
7074,asian,28
7075,asian,29
7076,asian,28
7077,asian,5
7078,asian,5
7079,asian,3
7080,asian,7
7081,asian,16
7082,asian,6
7083,asian,15
7084,asian,25
7085,asian,26
7086,asian,12
7087,asian,5
7088,asian,6
7089,asian,16
7090,asian,21
7091,asian,29
7092,asian,29
7093,asian,7
7094,asian,24
7095,asian,15
7096,asian,24
7097,asian,3
7098,asian,6
7099,asian,18
7100,asian,18
7101,asian,24
7102,asian,6
7103,asian,5
7104,asian,18
7105,asian,25
7106,asian,12
7107,asian,18
7108,asian,15
7109,asian,26
7110,asian,15
7111,asian,28
7112,asian,5
7113,asian,6
7114,asian,28
7115,asian,5
7116,asian,30
7117,asian,26
7118,asian,24
7119,asian,21
7120,asian,21
7121,asian,15
7122,asian,5
7123,asian,25
7124,asian,21
7125,asian,29
7126,asian,15
7127,asian,21
7128,asian,30
7129,asian,30
7130,asian,5
7131,asian,6
7132,asian,30
7133,asian,24
7134,asian,30
7135,asian,15
7136,asian,30
7137,asian,7
7138,asian,21
7139,asian,26
7140,asian,27
7141,asian,29
7142,asian,26
7143,asian,26
7144,asian,27
7145,asian,29
7146,asian,26
7147,asian,25
7148,asian,15
7149,asian,3
7150,asian,7
7151,asian,27
7152,asian,30
7153,asian,27
7154,asian,21
7155,asian,16
7156,asian,3
7157,asian,6
7158,asian,3
7159,asian,27
7160,asian,6
7161,asian,18
7162,asian,28
7163,asian,18
7164,asian,5
7165,asian,3
7166,asian,29
7167,asian,25
7168,asian,25
7169,asian,25
7170,asian,26
7171,asian,26
7172,asian,7
7173,asian,16
7174,asian,21
7175,asian,15
7176,asian,18
7177,asian,21
7178,asian,6
7179,asian,18
7180,asian,24
7181,asian,3
7182,asian,3
7183,asian,3
7184,asian,24
7185,asian,16
7186,asian,18
7187,asian,16
7188,asian,26
7189,asian,16
7190,asian,5
7191,asian,27
7192,asian,29
7193,asian,15
7194,asian,28
7195,asian,3
7196,asian,27
7197,asian,27
7198,asian,12
7199,asian,28
7200,asian,15
7201,asian,28
7202,asian,5
7203,asian,12
7204,asian,12
7205,asian,30
7206,asian,7
7207,asian,25
7208,asian,6
7209,asian,18
7210,asian,12
7211,asian,18
7212,asian,28
7213,asian,6
7214,asian,6
7215,asian,26
7216,asian,7
7217,asian,12
7218,asian,12
7219,asian,30
7220,asian,18
7221,asian,3
7222,asian,11
7223,asian,23
7224,asian,11
7225,asian,10
7226,asian,21
7227,asian,30
7228,asian,25
7229,asian,1
7230,asian,6
7231,asian,1
7232,asian,23
7233,asian,9
7234,asian,4
7235,asian,19
7236,asian,10
7237,asian,14
7238,asian,6
7239,asian,30
7240,asian,19
7241,asian,30
7242,asian,6
7243,asian,25
7244,asian,9
7245,asian,11
7246,asian,10
7247,asian,6
7248,asian,19
7249,asian,30
7250,asian,14
7251,asian,30
7252,asian,23
7253,asian,20
7254,asian,19
7255,asian,17
7256,asian,10
7257,asian,21
7258,asian,9
7259,asian,19
7260,asian,21
7261,asian,30
7262,asian,21
7263,asian,19
7264,asian,6
7265,asian,19
7266,asian,17
7267,asian,4
7268,asian,14
7269,asian,9
7270,asian,23
7271,asian,4
7272,asian,6
7273,asian,25
7274,asian,6
7275,asian,9
7276,asian,20
7277,asian,20
7278,asian,11
7279,asian,9
7280,asian,21
7281,asian,19
7282,asian,19
7283,asian,14
7284,asian,20
7285,asian,25
7286,asian,11
7287,asian,1
7288,asian,23
7289,asian,4
7290,asian,25
7291,asian,6
7292,asian,1
7293,asian,23
7294,asian,1
7295,asian,14
7296,asian,11
7297,asian,25
7298,asian,17
7299,asian,10
7300,asian,23
7301,asian,20
7302,asian,9
7303,asian,30
7304,asian,21
7305,asian,23
7306,asian,19
7307,asian,21
7308,asian,14
7309,asian,9
7310,asian,10
7311,asian,17
7312,asian,30
7313,asian,17
7314,asian,4
7315,asian,4
7316,asian,20
7317,asian,23
7318,asian,25
7319,asian,30
7320,asian,25
7321,asian,6
7322,asian,17
7323,asian,11
7324,asian,17
7325,asian,14
7326,asian,1
7327,asian,10
7328,asian,9
7329,asian,20
7330,asian,9
7331,asian,4
7332,asian,21
7333,asian,20
7334,asian,30
7335,asian,1
7336,asian,30
7337,asian,17
7338,asian,21
7339,asian,30
7340,asian,17
7341,asian,14
7342,asian,20
7343,asian,25
7344,asian,9
7345,asian,4
7346,asian,17
7347,asian,17
7348,asian,11
7349,asian,17
7350,asian,1
7351,asian,1
7352,asian,14
7353,asian,10
7354,asian,21
7355,asian,4
7356,asian,17
7357,asian,25
7358,asian,20
7359,asian,25
7360,asian,21
7361,asian,21
7362,asian,4
7363,asian,11
7364,asian,25
7365,asian,21
7366,asian,30
7367,asian,20
7368,asian,4
7369,asian,15
7370,asian,12
7371,asian,3
7372,asian,5
7373,asian,1
7374,asian,5
7375,asian,16
7376,asian,1
7377,asian,24
7378,asian,18
7379,asian,26
7380,asian,24
7381,asian,8
7382,asian,16
7383,asian,1
7384,asian,29
7385,asian,26
7386,asian,13
7387,asian,28
7388,asian,29
7389,asian,16
7390,asian,18
7391,asian,26
7392,asian,3
7393,asian,24
7394,asian,24
7395,asian,15
7396,asian,18
7397,asian,12
7398,asian,28
7399,asian,8
7400,asian,8
7401,asian,26
7402,asian,15
7403,asian,13
7404,asian,29
7405,asian,28
7406,asian,13
7407,asian,29
7408,asian,12
7409,asian,7
7410,asian,7
7411,asian,16
7412,asian,29
7413,asian,28
7414,asian,7
7415,asian,26
7416,asian,24
7417,asian,28
7418,asian,8
7419,asian,13
7420,asian,7
7421,asian,7
7422,asian,12
7423,asian,1
7424,asian,5
7425,asian,28
7426,asian,13
7427,asian,3
7428,asian,8
7429,asian,18
7430,asian,3
7431,asian,26
7432,asian,1
7433,asian,5
7434,asian,29
7435,asian,5
7436,asian,5
7437,asian,1
7438,asian,16
7439,asian,12
7440,asian,8
7441,asian,12
7442,asian,5
7443,asian,16
7444,asian,15
7445,asian,13
7446,asian,5
7447,asian,18
7448,asian,3
7449,asian,16
7450,asian,15
7451,asian,7
7452,asian,24
7453,asian,24
7454,asian,3
7455,asian,3
7456,asian,18
7457,asian,13
7458,asian,18
7459,asian,3
7460,asian,13
7461,asian,28
7462,asian,1
7463,asian,26
7464,asian,29
7465,asian,8
7466,asian,8
7467,asian,12
7468,asian,18
7469,asian,13
7470,asian,12
7471,asian,7
7472,asian,29
7473,asian,16
7474,asian,12
7475,asian,1
7476,asian,15
7477,asian,15
7478,asian,29
7479,asian,28
7480,asian,26
7481,asian,3
7482,asian,15
7483,asian,7
7484,asian,24
7485,asian,18
7486,asian,1
7487,asian,16
7488,asian,5
7489,asian,7
7490,asian,7
7491,asian,24
7492,asian,15
7493,asian,8
7494,asian,26
7495,asian,29
7496,asian,7
7497,asian,26
7498,asian,5
7499,asian,28
7500,asian,12
7501,asian,1
7502,asian,11
7503,asian,10
7504,asian,12
7505,asian,7
7506,asian,2
7507,asian,19
7508,asian,19
7509,asian,10
7510,asian,20
7511,asian,17
7512,asian,25
7513,asian,6
7514,asian,19
7515,asian,24
7516,asian,2
7517,asian,17
7518,asian,30
7519,asian,20
7520,asian,11
7521,asian,15
7522,asian,29
7523,asian,22
7524,asian,20
7525,asian,22
7526,asian,27
7527,asian,30
7528,asian,10
7529,asian,28
7530,asian,7
7531,asian,14
7532,asian,11
7533,asian,27
7534,asian,22
7535,asian,6
7536,asian,4
7537,asian,28
7538,asian,21
7539,asian,9
7540,asian,7
7541,asian,25
7542,asian,16
7543,asian,7
7544,asian,29
7545,asian,29
7546,asian,14
7547,asian,21
7548,asian,15
7549,asian,6
7550,asian,15
7551,asian,13
7552,asian,13
7553,asian,29
7554,asian,16
7555,asian,16
7556,asian,20
7557,asian,2
7558,asian,4
7559,asian,17
7560,asian,9
7561,asian,20
7562,asian,16
7563,asian,17
7564,asian,15
7565,asian,27
7566,asian,24
7567,asian,25
7568,asian,30
7569,asian,2
7570,asian,23
7571,asian,13
7572,asian,30
7573,asian,28
7574,asian,7
7575,asian,14
7576,asian,4
7577,asian,15
7578,asian,13
7579,asian,22
7580,asian,21
7581,asian,21
7582,asian,15
7583,asian,30
7584,asian,11
7585,asian,6
7586,asian,13
7587,asian,28
7588,asian,20
7589,asian,14
7590,asian,24
7591,asian,9
7592,asian,12
7593,asian,2
7594,asian,23
7595,asian,29
7596,asian,23
7597,asian,14
7598,asian,16
7599,asian,9
7600,asian,20
7601,asian,16
7602,asian,15
7603,asian,17
7604,asian,11
7605,asian,28
7606,asian,12
7607,asian,30
7608,asian,27
7609,asian,19
7610,asian,22
7611,asian,27
7612,asian,21
7613,asian,4
7614,asian,29
7615,asian,23
7616,asian,15
7617,asian,22
7618,asian,12
7619,asian,25
7620,asian,12
7621,asian,6
7622,asian,23
7623,asian,4
7624,asian,29
7625,asian,24
7626,asian,9
7627,asian,24
7628,asian,27
7629,asian,7
7630,asian,9
7631,asian,2
7632,asian,22
7633,asian,24
7634,asian,15
7635,asian,14
7636,asian,12
7637,asian,9
7638,asian,24
7639,asian,10
7640,asian,21
7641,asian,25
7642,asian,4
7643,asian,23
7644,asian,20
7645,asian,6
7646,asian,17
7647,asian,9
7648,asian,28
7649,asian,17
7650,asian,29
7651,asian,14
7652,asian,9
7653,asian,24
7654,asian,6
7655,asian,11
7656,asian,13
7657,asian,15
7658,asian,21
7659,asian,13
7660,asian,25
7661,asian,11
7662,asian,12
7663,asian,30
7664,asian,11
7665,asian,24
7666,asian,2
7667,asian,21
7668,asian,10
7669,asian,28
7670,asian,10
7671,asian,23
7672,asian,13
7673,asian,20
7674,asian,20
7675,asian,11
7676,asian,16
7677,asian,29
7678,asian,30
7679,asian,15
7680,asian,24
7681,asian,13
7682,asian,7
7683,asian,22
7684,asian,27
7685,asian,9
7686,asian,13
7687,asian,19
7688,asian,23
7689,asian,12
7690,asian,7
7691,asian,23
7692,asian,15
7693,asian,20
7694,asian,29
7695,asian,21
7696,asian,19
7697,asian,6
7698,asian,4
7699,asian,11
7700,asian,19
7701,asian,12
7702,asian,4
7703,asian,27
7704,asian,16
7705,asian,23
7706,asian,14
7707,asian,10
7708,asian,20
7709,asian,11
7710,asian,17
7711,asian,4
7712,asian,25
7713,asian,11
7714,asian,23
7715,asian,4
7716,asian,19
7717,asian,12
7718,asian,19
7719,asian,11
7720,asian,4
7721,asian,19
7722,asian,16
7723,asian,6
7724,asian,10
7725,asian,13
7726,asian,13
7727,asian,20
7728,asian,16
7729,asian,17
7730,asian,30
7731,asian,25
7732,asian,25
7733,asian,10
7734,asian,28
7735,asian,14
7736,asian,19
7737,asian,7
7738,asian,30
7739,asian,25
7740,asian,27
7741,asian,19
7742,asian,28
7743,asian,16
7744,asian,14
7745,asian,10
7746,asian,2
7747,asian,6
7748,asian,17
7749,asian,9
7750,asian,2
7751,asian,22
7752,asian,7
7753,asian,23
7754,asian,25
7755,asian,25
7756,asian,5
7757,asian,3
7758,asian,5
7759,asian,5
7760,asian,3
7761,asian,3
7762,asian,5
7763,asian,3
7764,asian,5
7765,asian,5
7766,asian,3
7767,asian,5
7768,asian,3
7769,asian,3
7770,asian,5
7771,asian,3
7772,asian,3
7773,asian,26
7774,asian,14
7775,asian,14
7776,asian,14
7777,asian,10
7778,asian,18
7779,asian,10
7780,asian,10
7781,asian,26
7782,asian,18
7783,asian,18
7784,asian,10
7785,asian,26
7786,asian,18
7787,asian,10
7788,asian,26
7789,asian,18
7790,asian,26
7791,asian,18
7792,asian,26
7793,asian,26
7794,asian,26
7795,asian,18
7796,asian,10
7797,asian,14
7798,asian,18
7799,asian,14
7800,asian,14
7801,asian,10
7802,asian,14
7803,asian,14
7804,asian,26
7805,asian,14
7806,asian,26
7807,asian,18
7808,asian,10
7809,asian,10
7810,asian,26
7811,asian,18
7812,asian,18
7813,asian,18
7814,asian,26
7815,asian,10
7816,asian,21
7817,asian,11
7818,asian,3
7819,asian,11
7820,asian,3
7821,asian,27
7822,asian,3
7823,asian,21
7824,asian,3
7825,asian,3
7826,asian,27
7827,asian,11
7828,asian,11
7829,asian,27
7830,asian,21
7831,asian,3
7832,asian,21
7833,asian,27
7834,asian,21
7835,asian,11
7836,asian,27
7837,asian,27
7838,asian,11
7839,asian,27
7840,asian,11
7841,asian,3
7842,asian,21
7843,asian,27
7844,asian,27
7845,asian,27
7846,asian,21
7847,asian,11
7848,asian,3
7849,asian,21
7850,asian,11
7851,asian,27
7852,asian,3
7853,asian,29
7854,asian,25
7855,asian,8
7856,asian,29
7857,asian,8
7858,asian,1
7859,asian,5
7860,asian,5
7861,asian,8
7862,asian,5
